ticker,tenor,index_series ,index_version,strike,annexDate,effDate,matDate,startDate,endDate
cdx-na-ig,5y,1,2,0.006,2005-10-10,2003-10-21,2009-03-20
cdx-na-ig,5y,1,3,0.006,2006-02-07,2003-10-21,2009-03-20
cdx-na-ig,5y,2,1,0.006,2004-07-06,2004-03-23,2009-09-20
cdx-na-ig,5y,2,2,0.006,2005-10-10,2004-03-23,2009-09-20
cdx-na-ig,5y,2,3,0.006,2006-02-07,2004-03-23,2009-09-20
cdx-na-ig,5y,3,1,0.005,2004-09-20,2004-09-21,2010-03-20
cdx-na-ig,5y,3,2,0.005,2005-10-10,2004-09-21,2010-03-20
cdx-na-ig,5y,4,1,0.004,2005-03-20,2005-03-21,2010-06-20
cdx-na-ig,5y,5,1,0.0045,2005-09-20,2005-09-21,2010-12-20
cdx-na-ig,5y,6,1,0.004,2006-03-20,2006-03-21,2011-06-20
cdx-na-ig,5y,7,1,0.004,2006-09-20,2006-09-21,2011-12-20
cdx-na-ig-cons,5y,1,1,0.006,2004-12-02,2003-10-21,2009-03-20
cdx-na-ig-cons,5y,1,2,0.006,2006-08-14,2003-10-21,2009-03-20
cdx-na-ig-cons,5y,2,1,0.006,2004-07-06,2004-03-23,2009-09-20
cdx-na-ig-cons,5y,2,2,0.006,2006-08-14,2004-03-23,2009-09-20
cdx-na-ig-cons,5y,3,1,0.005,2004-09-20,2004-09-21,2010-03-20
cdx-na-ig-cons,5y,4,1,0.004,2005-03-20,2005-03-21,2010-06-20
cdx-na-ig-cons,5y,5,1,0.0055,2005-09-20,2005-09-21,2010-12-20
cdx-na-ig-cons,5y,6,1,0.005,2006-03-20,2006-03-21,2011-06-20
cdx-na-ig-cons,5y,7,1,0.005,2006-09-20,2006-09-21,2011-12-20
cdx-na-ig-energy,5y,1,1,0.006,2004-12-02,2003-10-21,2009-03-20
cdx-na-ig-energy,5y,1,2,0.006,2006-08-14,2003-10-21,2009-03-20
cdx-na-ig-energy,5y,2,1,0.006,2004-07-06,2004-03-23,2009-09-20
cdx-na-ig-energy,5y,2,2,0.006,2006-08-14,2004-03-23,2009-09-20
cdx-na-ig-energy,5y,3,1,0.005,2004-09-20,2004-09-21,2010-03-20
cdx-na-ig-energy,5y,4,1,0.004,2005-03-20,2005-03-21,2010-06-20
cdx-na-ig-energy,5y,5,1,0.0035,2005-09-20,2005-09-21,2010-12-20
cdx-na-ig-energy,5y,6,1,0.003,2006-03-20,2006-03-21,2011-06-20
cdx-na-ig-energy,5y,7,1,0.003,2006-09-20,2006-09-21,2011-12-20
cdx-na-ig-fin,5y,1,1,0.006,2004-12-02,2003-10-21,2009-03-20
cdx-na-ig-fin,5y,1,2,0.006,2006-08-14,2003-10-21,2009-03-20
cdx-na-ig-fin,5y,2,1,0.006,2004-07-06,2004-03-23,2009-09-20
cdx-na-ig-fin,5y,2,2,0.006,2006-08-14,2004-03-23,2009-09-20
cdx-na-ig-fin,5y,3,1,0.005,2004-09-20,2004-09-21,2010-03-20
cdx-na-ig-fin,5y,4,1,0.004,2005-03-20,2005-03-21,2010-06-20
cdx-na-ig-fin,5y,5,1,0.0035,2005-09-20,2005-09-21,2010-12-20
cdx-na-ig-fin,5y,6,1,0.0025,2006-03-20,2006-03-21,2011-06-20
cdx-na-ig-fin,5y,7,1,0.0025,2006-09-20,2006-09-21,2011-12-20
cdx-na-ig-hvol,5y,1,1,0.0125,2004-12-02,2003-10-21,2009-03-20
cdx-na-ig-hvol,5y,1,2,0.0125,2005-10-10,2003-10-21,2009-03-20
cdx-na-ig-hvol,5y,1,3,0.0125,2006-02-07,2003-10-21,2009-03-20
cdx-na-ig-hvol,5y,2,1,0.0115,2004-07-06,2004-03-23,2009-09-20
cdx-na-ig-hvol,5y,2,2,0.0115,2005-10-10,2004-03-23,2009-09-20
cdx-na-ig-hvol,5y,2,3,0.0115,2006-02-07,2004-03-23,2009-09-20
cdx-na-ig-hvol,5y,3,1,0.0105,2004-09-20,2004-09-21,2010-03-20
cdx-na-ig-hvol,5y,3,2,0.0105,2005-10-10,2004-09-21,2010-03-20
cdx-na-ig-hvol,5y,4,1,0.009,2005-03-20,2005-03-21,2010-06-20
cdx-na-ig-hvol,5y,5,1,0.0085,2005-09-20,2005-09-21,2010-12-20
cdx-na-ig-hvol,5y,6,1,0.0075,2006-03-20,2006-03-21,2011-06-20
cdx-na-ig-hvol,5y,7,1,0.0075,2006-09-20,2006-09-21,2011-12-20
cdx-na-ig-indu,5y,1,1,0.006,2004-12-02,2003-10-21,2009-03-20
cdx-na-ig-indu,5y,1,2,0.006,2005-10-10,2003-10-21,2009-03-20
cdx-na-ig-indu,5y,1,3,0.006,2006-02-07,2003-10-21,2009-03-20
cdx-na-ig-indu,5y,2,1,0.006,2004-07-06,2004-03-23,2009-09-20
cdx-na-ig-indu,5y,2,2,0.006,2005-10-10,2004-03-23,2009-09-20
cdx-na-ig-indu,5y,2,3,0.006,2006-02-07,2004-03-23,2009-09-20
cdx-na-ig-indu,5y,3,1,0.005,2004-09-20,2004-09-21,2010-03-20
cdx-na-ig-indu,5y,3,2,0.005,2005-10-10,2004-09-21,2010-03-20
cdx-na-ig-indu,5y,4,1,0.004,2005-03-20,2005-03-21,2010-06-20
cdx-na-ig-indu,5y,5,1,0.005,2005-09-20,2005-09-21,2010-12-20
cdx-na-ig-indu,5y,6,1,0.004,2006-03-20,2006-03-21,2011-06-20
cdx-na-ig-indu,5y,7,1,0.004,2006-09-20,2006-09-21,2011-12-20
cdx-na-ig-tmt,5y,1,1,0.006,2004-12-02,2003-10-21,2009-03-20
