,ed198803,ed198806,ed198809,ed198812,ed198903,ed198906,ed198909,ed198912,ed199003,ed199006,ed199009,ed199012,ed199103,ed199106,ed199109,ed199112,ed199203,ed199206,ed199209,ed199212,ed199303,ed199306,ed199309,ed199312,ed199403,ed199406,ed199409,ed199412,ed199503,ed199506,ed199509,ed199512,ed199603,ed199606,ed199609,ed199612,ed199703,ed199706,ed199709,ed199712,ed199803,ed199806,ed199809,ed199812,ed199903,ed199906,ed199909,ed199912,ed200003,ed200006,ed200009,ed200012,ed200103,ed200106,ed200109,ed200112,ed200203,ed200206,ed200209,ed200212,ed200303,ed200306,ed200309,ed200312,ed200403,ed200406,ed200409,ed200412,ed200503,ed200506,ed200509,ed200512,ed200603,ed200606,ed200609,ed200612,ed200703,ed200706,ed200709,ed200712,ed200803,ed200806,ed200809,ed200812,ed200903,ed200906,ed200909,ed200912,ed201003,ed201006,ed201009,ed201012,ed201103,ed201106,ed201109,ed201112,ed201203,ed201206,ed201209,ed201212,ed201303,ed201306,ed201309,ed201312,ed201403,ed201406,ed201409,ed201412,ed201503,ed201506,ed201509,ed201512,ed201603,ed201606,ed201609,ed201612,ed201703,ed201706,ed201709,ed201712,ed201803,ed201806,ed201809
2008-10-13 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.24,97.68,97.515,97.22,96.795,96.535,96.175,95.835,95.48,95.34,95.205,95.11,95.025,95.01,94.93,94.865,94.75,94.71,94.64,94.575,94.475,94.425,94.365,94.325,94.235,94.2,94.155,94.125,94.075,94.045,94.015,93.99,93.955,93.935,93.91,93.895,93.875,93.875,93.855,93.845
2008-10-14 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.385,97.73,97.62,97.4,97.04,96.795,96.41,96.015,95.575,95.38,95.21,95.11,95.03,95.015,94.935,94.865,94.745,94.705,94.63,94.565,94.465,94.415,94.355,94.315,94.225,94.19,94.145,94.115,94.065,94.035,94.005,93.98,93.945,93.925,93.9,93.885,93.865,93.865,93.845,93.835
2008-10-15 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.27,97.67,97.66,97.515,97.19,96.955,96.57,96.16,95.69,95.44,95.23,95.125,95.065,95.065,95.005,94.945,94.83,94.795,94.725,94.665,94.57,94.525,94.465,94.43,94.35,94.325,94.29,94.27,94.23,94.21,94.19,94.175,94.15,94.14,94.125,94.11,94.09,94.09,94.075,94.065
2008-10-16 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.265,97.635,97.68,97.605,97.34,97.14,96.76,96.345,95.86,95.57,95.34,95.215,95.145,95.15,95.08,95.01,94.895,94.86,94.79,94.73,94.635,94.59,94.53,94.495,94.415,94.39,94.355,94.335,94.295,94.275,94.255,94.24,94.215,94.205,94.19,94.175,94.155,94.155,94.14,94.13
2008-10-17 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.46,97.775,97.775,97.675,97.39,97.175,96.81,96.405,95.925,95.635,95.395,95.245,95.155,95.15,95.07,94.995,94.88,94.845,94.775,94.715,94.62,94.575,94.515,94.48,94.4,94.375,94.34,94.32,94.28,94.26,94.24,94.225,94.2,94.19,94.175,94.16,94.14,94.14,94.125,94.115
2008-10-20 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.48,97.665,97.665,97.61,97.4,97.235,96.91,96.52,96.055,95.78,95.545,95.395,95.305,95.3,95.22,95.15,95.04,95.015,94.945,94.885,94.79,94.745,94.685,94.65,94.57,94.545,94.51,94.49,94.45,94.43,94.41,94.395,94.37,94.36,94.345,94.33,94.31,94.31,94.295,94.285
2008-10-21 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.66,97.84,97.855,97.8,97.605,97.44,97.135,96.765,96.325,96.065,95.85,95.71,95.63,95.635,95.565,95.505,95.405,95.39,95.325,95.27,95.18,95.14,95.085,95.055,94.98,94.955,94.92,94.9,94.86,94.84,94.82,94.805,94.78,94.77,94.755,94.74,94.72,94.72,94.705,94.695
2008-10-22 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.565,97.745,97.735,97.7,97.56,97.445,97.175,96.82,96.395,96.155,95.945,95.8,95.71,95.715,95.645,95.585,95.49,95.485,95.42,95.365,95.28,95.24,95.185,95.155,95.085,95.06,95.025,95.005,94.97,94.95,94.93,94.915,94.89,94.88,94.865,94.85,94.835,94.835,94.82,94.81
2008-10-23 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.44,97.63,97.64,97.62,97.52,97.45,97.22,96.895,96.47,96.22,96,95.855,95.765,95.78,95.715,95.665,95.575,95.575,95.515,95.47,95.395,95.37,95.33,95.305,95.245,95.23,95.205,95.195,95.165,95.15,95.135,95.125,95.105,95.1,95.09,95.08,95.07,95.075,95.065,95.06
2008-10-24 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.405,97.53,97.49,97.45,97.36,97.32,97.11,96.78,96.31,96.01,95.76,95.59,95.48,95.48,95.41,95.35,95.25,95.24,95.17,95.12,95.045,95.02,94.98,94.955,94.895,94.88,94.855,94.845,94.815,94.8,94.785,94.775,94.755,94.75,94.74,94.73,94.72,94.725,94.715,94.71
2008-10-27 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.465,97.595,97.515,97.425,97.3,97.255,97.04,96.715,96.255,95.96,95.7,95.51,95.38,95.37,95.295,95.23,95.13,95.125,95.06,95.015,94.94,94.925,94.89,94.87,94.815,94.805,94.785,94.78,94.755,94.745,94.735,94.73,94.715,94.715,94.71,94.705,94.7,94.71,94.705,94.705
2008-10-28 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.585,97.735,97.625,97.47,97.265,97.155,96.9,96.555,96.09,95.795,95.54,95.365,95.235,95.225,95.155,95.09,94.99,94.99,94.93,94.885,94.81,94.8,94.77,94.755,94.7,94.69,94.675,94.67,94.65,94.64,94.635,94.63,94.62,94.62,94.62,94.615,94.615,94.625,94.625,94.625
2008-10-29 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.665,97.845,97.75,97.6,97.385,97.23,96.935,96.565,96.11,95.82,95.575,95.4,95.26,95.245,95.17,95.1,94.995,94.99,94.935,94.89,94.815,94.805,94.775,94.755,94.7,94.69,94.675,94.67,94.645,94.635,94.63,94.625,94.61,94.61,94.61,94.605,94.605,94.615,94.615,94.615
2008-10-30 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.69,97.84,97.705,97.52,97.28,97.135,96.855,96.505,96.07,95.8,95.57,95.4,95.25,95.23,95.145,95.07,94.955,94.935,94.89,94.835,94.755,94.735,94.695,94.665,94.6,94.585,94.565,94.555,94.525,94.515,94.51,94.505,94.485,94.485,94.485,94.48,94.48,94.49,94.49,94.49
2008-10-31 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.755,97.78,97.58,97.385,97.16,97.06,96.83,96.525,96.115,95.85,95.605,95.43,95.27,95.24,95.145,95.065,94.94,94.915,94.86,94.795,94.705,94.68,94.635,94.6,94.53,94.51,94.485,94.47,94.44,94.43,94.425,94.42,94.4,94.4,94.4,94.4,94.4,94.41,94.41,94.41
2008-11-03 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.83,97.855,97.695,97.515,97.265,97.13,96.875,96.56,96.15,95.885,95.63,95.45,95.28,95.235,95.125,95.035,94.9,94.865,94.8,94.725,94.635,94.61,94.565,94.53,94.46,94.44,94.415,94.4,94.37,94.36,94.355,94.35,94.33,94.33,94.33,94.33,94.33,94.34,94.34,94.34
2008-11-04 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.945,97.99,97.87,97.72,97.49,97.335,97.045,96.715,96.315,96.065,95.835,95.66,95.495,95.455,95.345,95.26,95.125,95.095,95.025,94.955,94.865,94.84,94.795,94.76,94.69,94.67,94.645,94.63,94.6,94.59,94.585,94.58,94.56,94.56,94.56,94.56,94.56,94.57,94.57,94.57
2008-11-05 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.965,98.06,97.95,97.795,97.565,97.445,97.185,96.855,96.445,96.17,95.915,95.73,95.57,95.54,95.44,95.365,95.245,95.23,95.165,95.105,95.02,95,94.96,94.93,94.86,94.84,94.815,94.8,94.77,94.765,94.76,94.76,94.74,94.74,94.74,94.74,94.74,94.75,94.75,94.75
2008-11-06 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.98,98.095,98.005,97.85,97.61,97.465,97.19,96.84,96.41,96.12,95.865,95.68,95.52,95.49,95.39,95.315,95.2,95.185,95.115,95.055,94.97,94.95,94.91,94.88,94.81,94.79,94.765,94.75,94.72,94.715,94.71,94.71,94.69,94.69,94.69,94.69,94.69,94.7,94.7,94.7
2008-11-07 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.965,98.065,97.975,97.81,97.55,97.395,97.11,96.77,96.36,96.085,95.825,95.63,95.465,95.435,95.335,95.26,95.145,95.13,95.06,95,94.915,94.895,94.855,94.825,94.755,94.735,94.71,94.695,94.66,94.655,94.65,94.65,94.63,94.63,94.63,94.63,94.635,94.645,94.645,94.645
2008-11-10 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.085,98.175,98.08,97.91,97.645,97.475,97.19,96.86,96.455,96.175,95.905,95.695,95.51,95.465,95.355,95.27,95.14,95.115,95.035,94.965,94.88,94.86,94.82,94.79,94.72,94.7,94.675,94.66,94.625,94.62,94.615,94.615,94.595,94.595,94.595,94.595,94.6,94.61,94.61,94.61
2008-11-11 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.145,98.24,98.13,97.955,97.7,97.53,97.24,96.9,96.485,96.19,95.915,95.705,95.51,95.465,95.345,95.26,95.13,95.105,95.025,94.955,94.87,94.85,94.81,94.78,94.71,94.69,94.665,94.65,94.615,94.61,94.605,94.605,94.585,94.585,94.585,94.585,94.59,94.6,94.6,94.6
2008-11-12 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.045,98.145,98.105,97.995,97.785,97.665,97.41,97.09,96.69,96.4,96.125,95.91,95.715,95.665,95.545,95.455,95.325,95.3,95.215,95.145,95.06,95.035,94.99,94.955,94.89,94.875,94.85,94.835,94.795,94.79,94.78,94.78,94.755,94.755,94.75,94.75,94.75,94.76,94.76,94.76
2008-11-13 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.805,97.95,97.925,97.85,97.685,97.605,97.38,97.07,96.66,96.36,96.07,95.845,95.65,95.6,95.48,95.385,95.25,95.22,95.135,95.065,94.975,94.95,94.905,94.865,94.8,94.78,94.755,94.74,94.7,94.69,94.68,94.68,94.655,94.655,94.65,94.65,94.65,94.66,94.66,94.66
2008-11-14 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.705,97.855,97.835,97.775,97.63,97.58,97.38,97.09,96.7,96.42,96.14,95.92,95.72,95.665,95.54,95.44,95.3,95.265,95.175,95.1,95.005,94.98,94.93,94.89,94.825,94.805,94.78,94.765,94.725,94.715,94.705,94.705,94.68,94.68,94.675,94.675,94.675,94.685,94.685,94.685
2008-11-17 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.82,98.015,97.985,97.89,97.715,97.64,97.43,97.15,96.775,96.5,96.22,95.99,95.78,95.715,95.585,95.48,95.335,95.295,95.2,95.12,95.025,95,94.95,94.91,94.845,94.825,94.8,94.785,94.745,94.735,94.725,94.725,94.7,94.7,94.695,94.695,94.695,94.705,94.705,94.705
2008-11-18 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.9475,98.085,98.04,97.945,97.78,97.705,97.5,97.25,96.91,96.66,96.395,96.17,95.955,95.885,95.75,95.64,95.49,95.45,95.355,95.275,95.18,95.155,95.105,95.065,95,94.98,94.955,94.94,94.9,94.89,94.88,94.88,94.855,94.855,94.85,94.85,94.85,94.86,94.86,94.86
2008-11-19 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.9875,98.145,98.09,98,97.86,97.82,97.65,97.42,97.115,96.905,96.665,96.445,96.23,96.16,96.025,95.915,95.77,95.73,95.64,95.565,95.475,95.45,95.4,95.36,95.295,95.275,95.25,95.235,95.2,95.19,95.18,95.18,95.16,95.16,95.155,95.155,95.16,95.17,95.17,95.17
2008-11-20 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.0675,98.24,98.19,98.115,97.985,97.945,97.8,97.605,97.305,97.105,96.88,96.675,96.475,96.42,96.295,96.195,96.055,96.02,95.945,95.875,95.795,95.78,95.74,95.71,95.65,95.635,95.615,95.605,95.575,95.575,95.57,95.575,95.56,95.565,95.565,95.57,95.58,95.595,95.6,95.605
2008-11-21 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.9975,98.085,98.055,97.98,97.84,97.795,97.655,97.46,97.155,96.94,96.69,96.47,96.26,96.215,96.1,96.01,95.885,95.86,95.79,95.72,95.63,95.625,95.595,95.575,95.52,95.51,95.495,95.49,95.465,95.47,95.47,95.48,95.47,95.48,95.485,95.495,95.51,95.53,95.54,95.55
2008-11-24 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.9325,97.98,97.885,97.765,97.595,97.545,97.405,97.205,96.905,96.71,96.475,96.265,96.065,96.035,95.935,95.855,95.745,95.73,95.675,95.61,95.525,95.53,95.51,95.5,95.455,95.455,95.455,95.46,95.44,95.45,95.455,95.47,95.46,95.47,95.475,95.485,95.5,95.52,95.53,95.54
