Date, tu.1c_pvbp:internal ,fv.1c_pvbp:internal,ty.1c_pvbp:internal,us.1c_pvbp:internal
2004-09-30, NA , NA ,6.8685, 12.23 
2004-10-01, 2.0781 , 4.5526 ,6.8571, 12.27 
2004-10-04, 2.0705 , 4.5476 ,6.8352, 12.25 
2004-10-05, 2.0760 , 4.5459 ,6.83, 12.19 
2004-10-06, 2.0844 , 4.5288 ,6.8121, 12.12 
2004-10-07, 2.0663 , 4.5279 ,6.8099, 12.08 
2004-10-08, 2.0594 , 4.5304 ,6.772, 12.16 
2004-10-12, NA , NA ,6.7673, 12.12 
2004-10-13, 2.0513 , 4.5283 ,6.7557, 12.22 
2004-10-14, 2.0424 , 4.5349 ,6.7419, 12.30 
2004-10-15, 2.0376 , 4.5147 ,6.7131, 12.22 
2004-10-18, 2.0311 , 4.5110 ,6.7022, 12.20 
2004-10-19, 2.0287 , 4.5054 ,6.6919, 12.18 
2004-10-20, 2.0214 , 4.5149 ,6.7033, 12.20 
2004-10-21, 2.0211 , 4.5075 ,6.6895, 12.12 
2004-10-22, 2.0086 , 4.5011 ,6.6906, 12.15 
2004-10-25, 2.0124 , 4.5051 ,6.7011, 12.07 
2004-10-26, 2.0005 , 4.4964 ,6.6911, 12.03 
2004-10-27, 1.9933 , 4.4752 ,6.6742, 12.08 
2004-10-28, 1.9922 , 4.4785 ,6.6796, 12.10 
2004-10-29, 1.9849 , 4.4779 ,6.6808, 12.03 
2004-11-01, 1.9798 , 4.4663 ,6.665, 12.14 
2004-11-02, 1.9778 , 4.4654 ,6.6594, 12.16 
2004-11-03, 1.9753 , 4.4632 ,6.6462, 12.14 
2004-11-04, 1.9702 , 4.4548 ,6.6257, 12.02 
2004-11-05, 1.9537 , 4.4139 ,6.5638, 12.03 
2004-11-08, 1.9495 , 4.4057 ,6.5528, 11.98 
2004-11-09, 1.9467 , 4.4065 ,6.5458, 12.01 
2004-11-10, 1.9389 , 4.3887 ,6.5255, 12.03 
2004-11-12, 1.9312 , 4.3884 ,6.5139, 11.97 
2004-11-15, 1.9266 , 4.3845 ,6.5097, 11.96 
2004-11-16, 1.9225 , 4.3731 ,6.4948, 11.95 
2004-11-17, 1.9224 , 4.3837 ,6.5191, 11.82 
2004-11-18, 1.9175 , 4.3813 ,6.5145, 11.75 
2004-11-19, 1.9067 , 4.3555 ,6.4678, 11.70 
2004-11-22, 1.8996 , 4.3541 ,6.4685, 11.60 
2004-11-23, 1.8950 , 4.3466 ,6.4581, 11.54 
2004-11-24, 1.8877 , 4.3338 ,6.4418, 11.50 
2004-11-26, 1.8773 , 4.3218 ,6.4265, 11.55 
2004-11-29, 1.8707 , 4.3069 ,6.3874, 11.58 
2004-11-30, 2.1896 , 4.5043 ,7.0865, 12.13 
2004-12-01, 2.1872 , 4.4979 ,7.1132, 12.16 
2004-12-02, 2.1819 , 4.4943 ,7.1271, 12.11 
2004-12-03, 2.1810 , 4.5060 ,7.0877, 12.15 
2004-12-06, 2.1705 , 4.5052 ,7.0455, 12.11 
2004-12-07, 2.1658 , 4.5084 ,7.0172, 12.10 
2004-12-08, 2.1591 , 4.5186 ,7.0179, 12.01 
2004-12-09, 2.1544 , 4.5236 ,7.0205, 11.98 
2004-12-10, 2.1434 , 4.5095 ,7.0367, 12.00 
2004-12-13, 2.1341 , 4.4990 ,7.0259, 11.96 
2004-12-14, 2.1295 , 4.5033 ,7.0174, 11.91 
2004-12-15, 2.1225 , 4.5087 ,7.009, 11.88 
2004-12-16, 2.1200 , 4.4925 ,7.0435, 11.87 
2004-12-17, 2.1095 , 4.4817 ,7.0216, 11.84 
2004-12-20, 2.1007 , 4.4761 ,6.9939, 11.83 
2004-12-21, 2.0941 , 4.4758 ,6.9653, 11.82 
2004-12-22, 2.0878 , 4.4723 ,6.9678, 11.83 
2004-12-23, 2.0725 , 4.4625 ,6.9569, 11.82 
2004-12-27, 2.0619 , 4.4347 ,6.9581, 11.79 
2004-12-28, 2.0574 , 4.4346 ,6.9542, 11.80 
2004-12-29, 2.1293 , 4.4261 ,6.9475, 11.77 
2004-12-30, 2.0455 , 4.4282 ,6.942, 11.76 
2004-12-31, NA , NA ,6.9333, 11.71 
2005-01-03, 2.0337 , 4.4096 ,6.8788, 11.67 
2005-01-04, 2.0259 , 4.3901 ,6.8594, 11.64 
2005-01-05, 2.0222 , 4.3845 ,6.8271, 11.59 
2005-01-06, 2.0214 , 4.3880 ,6.8291, 11.63 
2005-01-07, 2.0108 , 4.3679 ,6.7947, 11.51 
2005-01-10, 2.0075 , 4.3619 ,6.7918, 11.47 
2005-01-11, 2.0047 , 4.3627 ,6.7793, 11.43 
2005-01-12, 2.0023 , 4.3610 ,6.777, 11.46 
2005-01-13, 2.0007 , 4.3688 ,6.7943, 11.47 
2005-01-14, NA , NA ,6.7752, 11.42 
2005-01-18, 1.9836 , 4.3442 ,6.77, 11.41 
2005-01-19, 1.9811 , 4.3448 ,6.7647, 11.38 
2005-01-20, 1.9803 , 4.3504 ,6.7705, 11.39 
2005-01-21, 1.9743 , 4.3517 ,6.7813, 11.47 
2005-01-24, 1.9694 , 4.3466 ,6.7761, 11.44 
2005-01-25, 1.9653 , 4.3339 ,6.753, 11.39 
2005-01-26, 1.9600 , 4.3270 ,6.7429, 11.38 
2005-01-27, 1.9557 , 4.3151 ,6.7291, 11.36 
2005-01-28, 1.9493 , 4.3173 ,6.7474, 11.42 
2005-01-31, 1.9443 , 4.3110 ,6.7418, 11.41 
2005-02-01, 1.9415 , 4.3081 ,6.7388, 11.37 
2005-02-02, 1.9379 , 4.3008 ,6.7309, 11.34 
2005-02-03, 1.9334 , 4.2916 ,6.7156, 11.32 
2005-02-04, 1.9275 , 4.2988 ,6.7471, 11.42 
2005-02-07, 1.9229 , 4.2949 ,6.7495, 11.49 
2005-02-08, 1.9193 , 4.2900 ,6.7494, 11.52 
2005-02-09, 1.9201 , 4.3089 ,6.7834, 11.56 
2005-02-10, 1.9152 , 4.2969 ,6.7448, 11.41 
2005-02-11, 1.9056 , 4.2749 ,6.7201, 11.38 
2005-02-14, 1.9018 , 4.2734 ,6.7245, 11.42 
2005-02-15, 1.8989 , 4.2727 ,6.7129, 11.37 
2005-02-16, 1.8932 , 4.2500 ,6.6781, 11.27 
2005-02-17, 1.8919 , 4.2472 ,6.6685, 11.21 
2005-02-18, 1.8783 , 4.2233 ,6.6223, 11.10 
2005-02-22, 1.8751 , 4.2167 ,6.613, 11.06 
2005-02-23, 1.8715 , 4.2147 ,6.612, 11.06 
2005-02-24, 1.8645 , 4.2035 ,6.6001, 11.03 
2005-02-25, 1.8571 , 4.1951 ,6.5934, 11.04 
2005-02-28, NA , NA ,6.7683, 11.49 
2005-03-01, 2.1176 , 4.4557 ,6.7269, 11.43 
2005-03-02, 2.1155 , 4.4592 ,6.7377, 11.42 
2005-03-03, 2.1118 , 4.4500 ,6.7286, 11.40 
2005-03-04, 2.1043 , 4.4490 ,6.6896, 11.45 
2005-03-07, 2.1000 , 4.4394 ,6.6572, 11.44 
2005-03-08, 2.0962 , 4.4267 ,6.6529, 11.39 
2005-03-09, NA , NA ,6.7058, 11.26 
2005-03-10, 2.0872 , 4.4085 ,6.6589, 11.29 
2005-03-11, 2.0758 , 4.3896 ,6.6462, 11.20 
2005-03-14, 2.0724 , 4.3895 ,6.641, 11.21 
2005-03-15, 2.0691 , 4.3814 ,6.6355, 11.17 
2005-03-16, 2.0682 , 4.3870 ,6.6523, 11.20 
2005-03-17, 2.0665 , 4.3941 ,6.656, 11.23 
2005-03-18, 2.0571 , 4.3793 ,6.6481, 11.18 
2005-03-21, 2.0541 , 4.3746 ,6.6424, 11.16 
2005-03-22, 2.0464 , 4.3581 ,6.6723, 11.04 
2005-03-23, 2.0417 , 4.3575 ,6.6322, 11.07 
2005-03-24, 2.0383 , 4.3511 ,6.611, 11.08 
2005-03-28, 2.0258 , 4.3363 ,6.5958, 11.04 
2005-03-29, 2.0245 , 4.3332 ,6.5921, 11.08 
2005-03-30, 2.0961 , 4.3319 ,6.5844, 11.12 
2005-03-31, 2.1071 , 4.3447 ,6.5912, 11.17 
2005-04-01, 2.0147 , 4.3391 ,6.5759, 11.16 
2005-04-04, 2.0124 , 4.3352 ,6.5653, 11.13 
2005-04-05, 2.0136 , 4.3289 ,6.5674, 11.09 
2005-04-06, 2.0130 , 4.3353 ,6.5467, 11.09 
2005-04-07, 2.0092 , 4.3260 ,6.5527, 11.09 
2005-04-08, 1.9982 , 4.3129 ,6.5309, 11.05 
2005-04-11, 1.9967 , 4.3149 ,6.4943, 11.05 
2005-04-12, 1.9960 , 4.3277 ,6.4998, 11.11 
2005-04-13, 1.9955 , 4.3262 ,6.5006, 11.09 
2005-04-14, 1.9952 , 4.3354 ,6.5163, 11.10 
2005-04-15, 1.9903 , 4.3407 ,6.5336, 11.19 
2005-04-18, 1.9673 , 4.3411 ,6.5334, 11.20 
2005-04-19, 1.9644 , 4.3480 ,6.5486, 11.25 
2005-04-20, 1.9600 , 4.3443 ,6.5406, 11.23 
2005-04-21, 1.9539 , 4.3196 ,6.499, 11.14 
2005-04-22, 1.9468 , 4.3183 ,6.5016, 11.18 
2005-04-25, 1.9474 , 4.3106 ,6.4888, 11.19 
2005-04-26, 1.9371 , 4.3066 ,6.4866, 11.17 
2005-04-27, 1.9349 , 4.3088 ,6.4921, 11.20 
2005-04-28, 1.9346 , 4.3202 ,6.5163, 11.29 
2005-04-29, 1.9230 , 4.3014 ,6.5026, 11.25 
2005-05-02, 1.9214 , 4.3019 ,6.5026, 11.25 
2005-05-03, 1.9167 , 4.2921 ,6.4801, 11.24 
2005-05-04, 1.9162 , 4.2986 ,6.4899, 11.22 
2005-05-05, 1.9161 , 4.3074 ,6.5033, 11.25 
2005-05-06, 1.8996 , 4.2684 ,6.4366, 11.12 
2005-05-09, 1.8951 , 4.2600 ,6.4232, 11.11 
2005-05-10, 1.8927 , 4.2700 ,6.449, 11.18 
2005-05-11, 1.8903 , 4.2702 ,6.4545, 11.20 
2005-05-12, 1.8888 , 4.2729 ,6.4621, 11.23 
2005-05-13, 1.8829 , 4.2738 ,6.4707, 11.28 
2005-05-16, 1.8805 , 4.2717 ,6.4685, 11.27 
2005-05-17, 1.8777 , 4.2695 ,6.4714, 11.27 
2005-05-18, 1.8764 , 4.2744 ,6.493, 11.34 
2005-05-19, 1.8706 , 4.2574 ,6.4678, 11.29 
2005-05-20, 1.8599 , 4.2433 ,6.4484, 11.28 
2005-05-23, 1.8522 , 4.2514 ,6.4783, 11.37 
2005-05-24, 1.8570 , 4.2563 ,6.5024, 11.40 
2005-05-25, 1.8531 , 4.2480 ,6.4729, 11.33 
2005-05-26, 1.8504 , 4.2404 ,6.4636, 11.33 
2005-05-27, 1.8344 , 4.2305 ,6.4561, 11.32 
2005-05-31, 2.1484 , 4.5043 ,7.1141, 12.15 
2005-06-01, 2.1538 , 4.5230 ,7.1424, 12.26 
2005-06-02, 2.1486 , 4.5195 ,7.1408, 12.31 
2005-06-03, 2.1367 , 4.4925 ,7.0933, 12.16 
2005-06-06, 2.1329 , 4.4934 ,7.1031, 12.20 
2005-06-07, 2.1318 , 4.4927 ,7.1211, 12.28 
2005-06-08, 2.1255 , 4.4837 ,7.0962, 12.24 
2005-06-09, 2.1206 , 4.4734 ,7.0872, 12.19 
2005-06-10, 2.1081 , 4.4484 ,7.0373, 12.06 
2005-06-13, 2.1048 , 4.4446 ,7.0213, 11.99 
2005-06-14, 2.1019 , 4.4386 ,7.0033, 11.91 
2005-06-15, 2.0984 , 4.4334 ,6.991, 11.92 
2005-06-16, 2.0972 , 4.4361 ,7.0093, 11.99 
2005-06-17, 2.0876 , 4.4239 ,6.9785, 11.97 
2005-06-20, 2.0850 , 4.4168 ,6.9615, 11.94 
2005-06-21, 2.0827 , 4.4227 ,6.9809, 12.01 
2005-06-22, 2.0841 , 4.4392 ,7.0328, 12.18 
2005-06-23, 2.0800 , 4.4303 ,7.0164, 12.15 
2005-06-24, 2.0683 , 4.4359 ,7.0306, 12.23 
2005-06-27, 2.0608 , 4.4342 ,7.0343, 12.29 
2005-06-28, 2.0582 , 4.4166 ,6.9939, 12.18 
2005-06-29, 2.1028 , 4.4098 ,6.9781, 12.09 
2005-06-30, 2.0983 , 4.4126 ,6.9851, 12.18 
2005-07-01, 2.0887 , 4.3813 ,6.9238, 12.03 
2005-07-05, 2.0280 , 4.3642 ,6.8849, 11.91 
2005-07-06, 2.0766 , 4.3673 ,6.9003, 11.96 
2005-07-07, 2.0700 , 4.3715 ,6.9116, 12.02 
2005-07-08, 2.0627 , 4.3475 ,6.8601, 11.89 
2005-07-11, 2.0558 , 4.3446 ,6.8588, 11.92 
2005-07-12, 2.0526 , 4.3346 ,6.8407, 11.87 
2005-07-13, 2.0488 , 4.3269 ,6.8291, 11.82 
2005-07-14, 2.0448 , 4.3201 ,6.8142, 11.79 
2005-07-15, 2.0353 , 4.3124 ,6.8111, 11.80 
2005-07-18, 2.0284 , 4.3028 ,6.8008, 11.70 
2005-07-19, 2.0264 , 4.3067 ,6.8113, 11.74 
2005-07-20, 2.0232 , 4.3092 ,6.8127, 11.80 
2005-07-21, 2.0176 , 4.2868 ,6.7572, 11.63 
2005-07-22, 2.0106 , 4.2900 ,6.7737, 11.71 
2005-07-25, 2.0059 , 4.3035 ,6.7615, 11.68 
2005-07-26, 2.0031 , 4.2805 ,6.7547, 11.67 
2005-07-27, 2.0776 , 4.2680 ,6.74, 11.63 
2005-07-28, 2.0757 , 4.2749 ,6.7695, 11.75 
2005-07-29, 1.9395 , 4.2512 ,6.7179, 11.61 
2005-08-01, 1.9343 , 4.2414 ,6.6962, 11.56 
2005-08-02, 1.9308 , 4.2388 ,6.6861, 11.53 
2005-08-03, 1.9300 , 4.2421 ,6.6989, 11.57 
2005-08-04, 1.9051 , 4.2280 ,6.683, 11.55 
2005-08-05, 1.8987 , 4.2032 ,6.6344, 11.43 
2005-08-08, 1.8942 , 4.1939 ,6.6197, 11.39 
2005-08-09, 1.8857 , 4.1981 ,6.6339, 11.47 
2005-08-10, 1.8814 , 4.1961 ,6.6301, 11.42 
2005-08-11, 1.8795 , 4.2049 ,6.6563, 11.52 
2005-08-12, 1.8708 , 4.2107 ,6.6846, 11.70 
2005-08-15, 1.8648 , 4.2008 ,6.6664, 11.60 
2005-08-16, 1.8636 , 4.2083 ,6.6894, 11.66 
2005-08-17, 1.8596 , 4.1965 ,6.6622, 11.58 
2005-08-18, 1.8588 , 4.2063 ,6.6987, 11.67 
2005-08-19, 1.8501 , 4.1968 ,6.6896, 11.66 
2005-08-22, 1.8476 , 4.1979 ,6.6884, 11.71 
2005-08-23, 1.8460 , 4.2003 ,6.6963, 11.69 
2005-08-24, 1.8428 , 4.1952 ,6.6947, 11.69 
2005-08-25, 1.8400 , 4.1938 ,6.6979, 11.74 
2005-08-26, 1.8287 , 4.1752 ,6.6697, 11.69 
2005-08-29, 1.8262 , 4.1740 ,6.6741, 11.72 
2005-08-30, 1.8279 , 4.1937 ,6.7196, 11.82 
2005-08-31, 2.1381 , 4.4786 ,6.7868, 12.04 
2005-09-01, 2.1430 , 4.4937 ,6.7973, 12.02 
2005-09-02, 2.1294 , 4.4773 ,6.7795, 11.98 
2005-09-06, 2.1222 , 4.4622 ,6.7567, 11.90 
2005-09-07, 2.1160 , 4.4501 ,6.7326, 11.80 
2005-09-08, 2.1121 , 4.4468 ,6.7236, 11.79 
2005-09-09, 2.1030 , 4.4348 ,6.7173, 11.81 
2005-09-12, 2.0983 , 4.4261 ,6.6896, 11.74 
2005-09-13, 2.0976 , 4.4320 ,6.7057, 11.78 
2005-09-14, 2.0936 , 4.4315 ,6.6838, 11.72 
2005-09-15, 2.0901 , 4.4216 ,6.6547, 11.64 
2005-09-16, 2.0779 , 4.4054 ,6.6196, 11.65 
2005-09-19, 2.0772 , 4.3968 ,6.6255, 11.58 
2005-09-20, 2.0705 , 4.3808 ,6.6155, 11.59 
2005-09-21, 2.0699 , 4.3858 ,6.6392, 11.67 
2005-09-22, 2.0680 , 4.3858 ,6.6492, 11.69 
2005-09-23, 2.0543 , 4.3597 ,6.602, 11.59 
2005-09-26, 2.0498 , 4.3497 ,6.5768, 11.51 
2005-09-27, 2.0448 , 4.3453 ,6.5669, 11.50 
2005-09-28, 2.1046 , 4.3433 ,6.5778, 11.58 
2005-09-29, 2.1001 , 4.3317 ,6.5661, 11.52 
2005-09-30, 2.0881 , 4.3107 ,6.5351, 11.48 
2005-10-03, 2.0831 , 4.2998 ,6.5061, 11.38 
2005-10-04, 2.0173 , 4.3029 ,6.5057, 11.40 
2005-10-05, 2.0149 , 4.2950 ,6.5089, 11.43 
2005-10-06, 2.0129 , 4.2919 ,6.5046, 11.41 
2005-10-07, NA , NA ,6.5017, 11.42 
2005-10-11, 1.9977 , 4.2749 ,6.4865, 11.37 
2005-10-12, 1.9933 , 4.2636 ,6.4587, 11.27 
2005-10-13, 1.9900 , 4.2588 ,6.4411, 11.22 
2005-10-14, 1.9806 , 4.2449 ,6.4272, 11.19 
2005-10-17, 1.9772 , 4.2433 ,6.4204, 11.18 
2005-10-18, 1.9751 , 4.2408 ,6.424, 11.19 
2005-10-19, 1.9732 , 4.2407 ,6.4292, 11.21 
2005-10-20, 1.9689 , 4.2360 ,6.4275, 11.21 
2005-10-21, 1.9632 , 4.2412 ,6.4487, 11.31 
2005-10-24, 1.9578 , 4.2264 ,6.4159, 11.26 
2005-10-25, 1.9488 , 4.2098 ,6.3838, 11.13 
2005-10-26, 1.9462 , 4.2039 ,6.3485, 11.01 
2005-10-27, 1.9445 , 4.2052 ,6.3618, 11.05 
2005-10-28, 1.9329 , 4.1931 ,6.3484, 11.03 
2005-10-31, 1.9252 , 4.1903 ,6.3474, 11.05 
2005-11-01, 1.9151 , 4.1927 ,6.3364, 11.02 
2005-11-02, 1.9103 , 4.1745 ,6.3202, 10.97 
2005-11-03, 1.9143 , 4.1620 ,6.2928, 10.88 
2005-11-04, 1.9049 , 4.1548 ,6.28, 10.87 
2005-11-07, 1.8854 , 4.1533 ,6.2849, 10.89 
2005-11-08, 1.8831 , 4.1630 ,6.3144, 11.00 
2005-11-09, 1.8963 , 4.1584 ,6.2815, 10.89 
2005-11-10, 1.8802 , 4.1600 ,6.3018, 11.00 
2005-11-14, 1.8766 , 4.1549 ,6.2746, 10.91 
2005-11-15, 1.8706 , 4.1473 ,6.2948, 10.99 
2005-11-16, 1.8528 , 4.1642 ,6.3256, 11.09 
2005-11-17, 1.8533 , 4.1720 ,6.3354, 11.13 
2005-11-18, 1.8388 , 4.1380 ,6.3059, 11.05 
2005-11-21, 1.8315 , 4.1428 ,6.323, 11.09 
2005-11-22, 1.8321 , 4.1684 ,6.3387, 11.10 
2005-11-23, 1.8242 , 4.1500 ,6.3087, 11.02 
2005-11-25, 1.8169 , 4.1478 ,6.3222, 11.08 
2005-11-28, 1.8140 , 4.1347 ,6.3286, 11.13 
2005-11-29, 1.8082 , 4.1134 ,6.2897, 11.01 
2005-11-30, 2.0830 , 4.3777 ,6.6127, 11.23 
2005-12-01, 2.0792 , 4.3663 ,6.5928, 11.20 
2005-12-02, 2.0714 , 4.3618 ,6.5844, 11.20 
2005-12-05, 2.0670 , 4.3479 ,6.5618, 11.14 
2005-12-06, 2.0671 , 4.3511 ,6.5903, 11.23 
2005-12-07, 2.0638 , 4.3501 ,6.5823, 11.18 
2005-12-08, 2.0638 , 4.3635 ,6.6083, 11.25 
2005-12-09, 2.0520 , 4.3475 ,6.5612, 11.15 
2005-12-12, 2.0481 , 4.3388 ,6.5537, 11.12 
2005-12-13, 2.0463 , 4.3457 ,6.5583, 11.13 
2005-12-14, 2.0464 , 4.3449 ,6.588, 11.25 
2005-12-15, 2.0435 , 4.3338 ,6.5796, 11.23 
2005-12-16, 2.0357 , 4.3257 ,6.5787, 11.26 
2005-12-19, 2.0320 , 4.3280 ,6.5796, 11.27 
2005-12-20, 2.0272 , 4.3127 ,6.5633, 11.24 
2005-12-21, 2.0229 , 4.3030 ,6.5505, 11.21 
2005-12-22, 2.0226 , 4.3112 ,6.5729, 11.30 
2005-12-23, 2.0129 , 4.3118 ,6.5892, 11.39 
2005-12-27, 2.0114 , 4.3123 ,6.6022, 11.45 
2005-12-28, 2.0071 , 4.2942 ,6.5813, 11.39 
2005-12-29, 2.0657 , 4.2904 ,6.577, 11.40 
2005-12-30, 2.0533 , 4.2766 ,6.5546, 11.36 
2006-01-03, 2.0528 , 4.2814 ,6.5664, 11.38 
2006-01-04, 2.0496 , 4.2779 ,6.5735, 11.39 
2006-01-05, 1.9886 , 4.2751 ,6.5707, 11.38 
2006-01-06, 1.9780 , 4.2570 ,6.5494, 11.33 
2006-01-09, 1.9752 , 4.2548 ,6.5462, 11.33 
2006-01-10, 1.9705 , 4.2420 ,6.5178, 11.25 
2006-01-11, 1.9659 , 4.2338 ,6.498, 11.20 
2006-01-12, 1.9651 , 4.2362 ,6.5194, 11.28 
2006-01-13, 1.9529 , 4.2368 ,6.5363, 11.38 
2006-01-17, 1.9474 , 4.2356 ,6.5392, 11.40 
2006-01-18, 1.9437 , 4.2319 ,6.5313, 11.38 
2006-01-19, 1.9214 , 4.2024 ,6.4869, 11.33 
2006-01-20, 1.9158 , 4.1959 ,6.4841, 11.35 
2006-01-23, 1.9051 , 4.1946 ,6.4837, 11.35 
2006-01-24, 1.9042 , 4.1871 ,6.4674, 11.30 
2006-01-25, 1.9058 , 4.1654 ,6.4238, 11.15 
2006-01-26, 1.8956 , 4.1549 ,6.4006, 11.08 
2006-01-27, 1.8765 , 4.1475 ,6.4, 11.10 
2006-01-30, 1.8733 , 4.1391 ,6.3851, 11.06 
2006-01-31, 1.8708 , 4.1346 ,6.3808, 11.09 
2006-02-01, 1.8692 , 4.1223 ,6.3587, 11.05 
2006-02-02, 1.8613 , 4.1185 ,6.3773, 11.06 
2006-02-03, 1.8557 , 4.1120 ,6.3792, 11.13 
2006-02-06, 1.8498 , 4.1051 ,6.3696, 11.13 
2006-02-07, 1.8463 , 4.1013 ,6.3619, 11.07 
2006-02-08, 1.8420 , 4.0938 ,6.3446, 11.02 
2006-02-09, 1.8349 , 4.0909 ,6.3473, 11.06 
2006-02-10, 1.8252 , 4.0746 ,6.3214, 11.00 
2006-02-13, 1.8228 , 4.0740 ,6.322, 10.99 
2006-02-14, 1.8188 , 4.0658 ,6.3083, 10.94 
2006-02-15, 1.8161 , 4.0629 ,6.3054, 10.96 
2006-02-16, 1.8136 , 4.0615 ,6.3127, 10.97 
2006-02-17, 1.8036 , 4.0591 ,6.317, 11.06 
2006-02-21, 1.7992 , 4.0509 ,6.3049, 11.03 
2006-02-22, 1.7975 , 4.0525 ,6.3144, 11.08 
2006-02-23, 1.7929 , 4.0390 ,6.2887, 11.02 
2006-02-24, 1.7849 , 4.0310 ,6.2932, 11.01 
2006-02-27, 1.7814 , 4.0236 ,6.2665, 10.96 
2006-02-28, 2.0668 , 4.2815 ,6.5513, 11.32 
2006-03-01, 2.0617 , NA ,6.5366, 11.25 
2006-03-02, 2.0568 , 4.2614 ,6.5117, 11.16 
2006-03-03, 2.0518 , 4.2462 ,6.4829, 11.08 
2006-03-06, 2.0468 , 4.2384 ,6.4664, 11.01 
2006-03-07, 2.0428 , 4.2388 ,6.4688, 11.01 
2006-03-08, 2.0389 , 4.2406 ,6.4694, 11.00 
2006-03-09, 2.0349 , 4.2402 ,6.4685, 11.00 
2006-03-10, 2.0309 , 4.2226 ,6.4533, 10.96 
2006-03-13, 2.0260 , 4.2129 ,6.4433, 10.94 
2006-03-14, 2.0260 , 4.2288 ,6.4727, 11.02 
2006-03-15, 2.0220 , 4.2242 ,6.4623, 10.96 
2006-03-16, 2.0220 , 4.2390 ,6.4966, 11.06 
2006-03-17, 2.0171 , 4.2249 ,6.4777, 11.01 
2006-03-20, 2.0131 , 4.2243 ,6.4821, 11.03 
2006-03-21, 2.0061 , 4.2068 ,6.4484, 10.95 
2006-03-22, 2.0012 , 4.1637 ,6.4449, 10.97 
2006-03-23, 1.9962 , 4.1532 ,6.4222, 10.93 
2006-03-24, 1.9942 , 4.1602 ,6.4461, 11.00 
2006-03-27, 2.0822 , 4.1513 ,6.4303, 10.96 
2006-03-28, 2.0753 , 4.1335 ,6.3932, 10.85 
2006-03-29, 2.0703 , 4.1325 ,6.3803, 10.81 
2006-03-30, 2.0653 , 4.1364 ,6.3654, 10.75 
2006-03-31, 2.0624 , NA ,6.3606, 10.74 
2006-04-03, 1.9108 , 4.1558 ,6.3492, 10.72 
2006-04-04, 1.9534 , 4.1524 ,6.3473, 10.71 
2006-04-05, 1.9519 , 4.1531 ,6.3587, 10.74 
2006-04-06, 1.9478 , 4.1449 ,6.3416, 10.66 
2006-04-07, 1.9367 , 4.1265 ,6.3208, 10.60 
2006-04-10, 1.9338 , 4.1248 ,6.3112, 10.58 
2006-04-11, 1.9318 , 4.1249 ,6.3166, 10.60 
2006-04-12, 1.9273 , 4.1144 ,6.2952, 10.56 
2006-04-13, 1.9147 , 4.0980 ,6.2796, 10.53 
2006-04-17, 1.9134 , 4.0987 ,6.2727, 10.51 
2006-04-18, 1.9137 , 4.1039 ,6.2907, 10.53 
2006-04-19, 1.9099 , 4.0993 ,6.295, 10.54 
2006-04-20, 1.9061 , 4.0925 ,6.2856, 10.55 
2006-04-21, 1.8971 , 4.0847 ,6.2525, 10.52 
2006-04-24, 1.8949 , 4.0832 ,6.2589, 10.52 
2006-04-25, 1.8894 , 4.0703 ,6.2257, 10.46 
2006-04-26, 1.8846 , 4.0643 ,6.2071, 10.44 
2006-04-27, 1.8767 , 4.0719 ,6.2308, 10.43 
2006-04-28, 1.8672 , 4.0696 ,6.2325, 10.48 
2006-05-01, 1.8629 , 4.0587 ,6.2057, 10.43 
2006-05-02, 1.8621 , 4.0576 ,6.2017, 10.39 
2006-05-03, 1.8613 , 4.0573 ,6.1891, 10.40 
2006-05-04, 1.8495 , 4.0351 ,6.1755, 10.36 
2006-05-05, 1.8507 , 4.0284 ,6.1841, 10.37 
2006-05-08, 1.8349 , 4.0218 ,6.1688, 10.37 
2006-05-09, 1.8450 , 4.0164 ,6.1687, 10.38 
2006-05-10, 1.8444 , 4.0084 ,6.1593, 10.35 
2006-05-11, 1.8438 , 4.0062 ,6.1523, 10.34 
2006-05-12, 1.8480 , 3.9959 ,6.1466, 10.37 
2006-05-15, 1.8419 , 3.9988 ,6.1432, 10.34 
2006-05-16, 1.8440 , 4.0006 ,6.1524, 10.36 
2006-05-17, 1.8363 , 3.9915 ,6.142, 10.33 
2006-05-18, 1.8402 , 3.9996 ,6.1605, 10.36 
2006-05-19, 1.8306 , 3.9896 ,6.1532, 10.35 
2006-05-22, 1.8318 , 3.9898 ,6.158, 10.35 
2006-05-23, 1.8858 , 3.9820 ,6.1418, 10.34 
2006-05-24, 1.8940 , 3.9849 ,6.1518, 10.33 
2006-05-25, 1.8992 , 3.9933 ,6.131, 10.30 
2006-05-26, 1.9644 , 3.9960 ,6.1294, 10.32 
2006-05-30, 1.9911 , 4.0078 ,6.1108, 10.26 
2006-05-31, 2.0655 , 4.3267 ,6.5028, 10.77 
2006-06-01, 2.0632 , 4.3255 ,6.4945, 10.75 
2006-06-02, 2.0616 , 4.2990 ,6.5231, 10.87 
2006-06-05, 2.0545 , 4.2968 ,6.4972, 10.82 
2006-06-06, 2.0511 , 4.2772 ,6.4875, 10.80 
2006-06-07, 2.0468 , 4.2704 ,6.4723, 10.78 
2006-06-08, 2.0455 , 4.2760 ,6.4653, 10.78 
2006-06-09, 2.0367 , 4.2827 ,6.4489, 10.75 
2006-06-12, 2.0328 , 4.2704 ,6.4415, 10.74 
2006-06-13, 2.0305 , 4.2690 ,6.4409, 10.76 
