Date,ed_2y_bundle_1c_pvbp:test
2005-11-10 15:00:00,1.05338809034908
2005-11-14 15:00:00,1.04791238877481
2005-11-15 15:00:00,1.04654346338125
2005-11-16 15:00:00,1.04517453798768
2005-11-17 15:00:00,1.04380561259411
2005-11-18 15:00:00,1.04243668720055
2005-11-21 15:00:00,1.03832991101985
2005-11-22 15:00:00,1.03696098562628
2005-11-23 15:00:00,1.03559206023272
2005-11-25 15:00:00,1.03285420944559
2005-11-28 15:00:00,1.02874743326489
2005-11-29 15:00:00,1.02737850787132
2005-11-30 15:00:00,1.02600958247776
2005-12-01 15:00:00,1.02464065708419
2005-12-02 15:00:00,1.02327173169062
2005-12-05 15:00:00,1.01916495550992
2005-12-06 15:00:00,1.01779603011636
2005-12-07 15:00:00,1.01642710472279
2005-12-08 15:00:00,1.01505817932923
2005-12-09 15:00:00,1.01368925393566
2005-12-12 15:00:00,1.12457221081451
2005-12-13 15:00:00,1.12320328542095
2005-12-14 15:00:00,1.12183436002738
2005-12-15 15:00:00,1.12046543463381
2005-12-16 15:00:00,1.11909650924025
2005-12-19 15:00:00,1.11498973305955
2005-12-20 15:00:00,1.11362080766598
2005-12-21 15:00:00,1.11225188227242
2005-12-22 15:00:00,1.11088295687885
2005-12-23 15:00:00,1.10951403148528
2005-12-27 15:00:00,1.10403832991102
2005-12-28 15:00:00,1.10266940451745
2005-12-29 15:00:00,1.10130047912389
2005-12-30 15:00:00,1.09993155373032
