Date,ed.2c_price_mid:test
2005-04-27 15:00:00,95.915
2005-04-28 15:00:00,95.96
2005-04-29 15:00:00,95.91
2005-05-02 15:00:00,95.92
2005-05-03 15:00:00,95.885
2005-05-04 15:00:00,95.93
2005-05-05 15:00:00,95.995
2005-05-06 15:00:00,95.85
2005-05-09 15:00:00,95.83
2005-05-10 15:00:00,95.87
2005-05-11 15:00:00,95.88
2005-05-12 15:00:00,95.89
2005-05-13 15:00:00,95.93
2005-05-16 15:00:00,95.93
2005-05-17 15:00:00,95.92
2005-05-18 15:00:00,95.945
2005-05-19 15:00:00,95.9
2005-05-20 15:00:00,95.865
2005-05-23 15:00:00,95.89
2005-05-24 15:00:00,95.915
2005-05-25 15:00:00,95.925
2005-05-26 15:00:00,95.895
2005-05-27 15:00:00,95.89
2005-05-31 15:00:00,95.92
2005-06-01 15:00:00,95.975
2005-06-02 15:00:00,95.97
2005-06-03 15:00:00,95.96
2005-06-06 15:00:00,95.95
2005-06-07 15:00:00,95.98
2005-06-08 15:00:00,95.935
2005-06-09 15:00:00,95.89
2005-06-10 15:00:00,95.81
2005-06-13 15:00:00,95.82
2005-06-14 15:00:00,95.825
2005-06-15 15:00:00,95.81
2005-06-16 15:00:00,95.83
2005-06-17 15:00:00,95.82
2005-06-20 15:00:00,95.81
2005-06-21 15:00:00,95.815
2005-06-22 15:00:00,95.89
2005-06-23 15:00:00,95.88
2005-06-24 15:00:00,95.92
2005-06-27 15:00:00,95.91
2005-06-28 15:00:00,95.85
2005-06-29 15:00:00,95.83
2005-06-30 15:00:00,95.805
2005-07-01 15:00:00,95.705
2005-07-05 15:00:00,95.675
2005-07-06 15:00:00,95.695
2005-07-07 15:00:00,95.755
2005-07-08 15:00:00,95.685
2005-07-11 15:00:00,95.67
2005-07-12 15:00:00,95.65
2005-07-13 15:00:00,95.635
2005-07-14 15:00:00,95.64
2005-07-15 15:00:00,95.63
2005-07-18 15:00:00,95.61
2005-07-19 15:00:00,95.62
2005-07-20 15:00:00,95.61
2005-07-21 15:00:00,95.58
2005-07-22 15:00:00,95.605
2005-07-25 15:00:00,95.585
2005-07-26 15:00:00,95.58
2005-07-27 15:00:00,95.55
2005-07-28 15:00:00,95.56
2005-07-29 15:00:00,95.51
2005-08-01 15:00:00,95.505
2005-08-02 15:00:00,95.5
2005-08-03 15:00:00,95.515
2005-08-04 15:00:00,95.505
2005-08-05 15:00:00,95.455
2005-08-08 15:00:00,95.425
2005-08-09 15:00:00,95.45
2005-08-10 15:00:00,95.445
2005-08-11 15:00:00,95.47
2005-08-12 15:00:00,95.49
2005-08-15 15:00:00,95.465
2005-08-16 15:00:00,95.485
2005-08-17 15:00:00,95.475
2005-08-18 15:00:00,95.505
2005-08-19 15:00:00,95.49
2005-08-22 15:00:00,95.49
2005-08-23 15:00:00,95.505
2005-08-24 15:00:00,95.505
2005-08-25 15:00:00,95.5
2005-08-26 15:00:00,95.46
2005-08-29 15:00:00,95.46
2005-08-30 15:00:00,95.565
2005-08-31 15:00:00,95.695
2005-09-01 15:00:00,95.865
2005-09-02 15:00:00,95.82
2005-09-06 15:00:00,95.76
2005-09-07 15:00:00,95.7
2005-09-08 15:00:00,95.685
2005-09-09 15:00:00,95.69
2005-09-12 15:00:00,95.665
2005-09-13 15:00:00,95.7
2005-09-14 15:00:00,95.695
2005-09-15 15:00:00,95.685
2005-09-16 15:00:00,95.61
2005-09-19 15:00:00,95.645
2005-09-20 15:00:00,95.56
2005-09-21 15:00:00,95.59
2005-09-22 15:00:00,95.605
2005-09-23 15:00:00,95.52
2005-09-26 15:00:00,95.48
2005-09-27 15:00:00,95.44
2005-09-28 15:00:00,95.425
2005-09-29 15:00:00,95.405
2005-09-30 15:00:00,95.325
2005-10-03 15:00:00,95.3
2005-10-04 15:00:00,95.31
2005-10-05 15:00:00,95.325
2005-10-06 15:00:00,95.345
2005-10-07 15:00:00,95.335
2005-10-11 15:00:00,95.31
2005-10-12 15:00:00,95.28
2005-10-13 15:00:00,95.29
2005-10-14 15:00:00,95.27
2005-10-17 15:00:00,95.27
2005-10-18 15:00:00,95.275
2005-10-19 15:00:00,95.28
2005-10-20 15:00:00,95.265
2005-10-21 15:00:00,95.3
2005-10-24 15:00:00,95.265
2005-10-25 15:00:00,95.22
2005-10-26 15:00:00,95.16
2005-10-27 15:00:00,95.165
2005-10-28 15:00:00,95.145
2005-10-31 15:00:00,95.14
2005-11-01 15:00:00,95.105
2005-11-02 15:00:00,95.085
2005-11-03 15:00:00,95.05
2005-11-04 15:00:00,95.05
2005-11-07 15:00:00,95.055
2005-11-08 15:00:00,95.075
2005-11-09 15:00:00,95.035
2005-11-10 15:00:00,95.07
2005-11-14 15:00:00,95.035
2005-11-15 15:00:00,95.05
2005-11-16 15:00:00,95.09
2005-11-17 15:00:00,95.12
2005-11-18 15:00:00,95.075
2005-11-21 15:00:00,95.11
2005-11-22 15:00:00,95.185
2005-11-23 15:00:00,95.145
2005-11-25 15:00:00,95.165
2005-11-28 15:00:00,95.165
2005-11-29 15:00:00,95.12
2005-11-30 15:00:00,95.09
2005-12-01 15:00:00,95.065
2005-12-02 15:00:00,95.08
2005-12-05 15:00:00,95.07
2005-12-06 15:00:00,95.11
2005-12-07 15:00:00,95.105
2005-12-08 15:00:00,95.14
2005-12-09 15:00:00,95.11
2005-12-12 15:00:00,95.095
2005-12-13 15:00:00,95.13
2005-12-14 15:00:00,95.2
2005-12-15 15:00:00,95.18
2005-12-16 15:00:00,95.185
2005-12-19 15:00:00,95.175
2005-12-20 15:00:00,95.14
2005-12-21 15:00:00,95.11
2005-12-22 15:00:00,95.145
2005-12-23 15:00:00,95.175
2005-12-27 15:00:00,95.195
2005-12-28 15:00:00,95.19
2005-12-29 15:00:00,95.165
2005-12-30 15:00:00,95.155
